"id","name","price","category"
"5617","Generic Item","156","Otros"
"5618","Generic Item","15","Otros"
"5619","Generic Item","114","Otros"
"5620","Generic Item","166","Otros"
"5621","Generic Item","27","Otros"
"5622","Generic Item","192","Otros"
"5623","Generic Item","71","Otros"
"5624","Generic Item","110","Otros"
"5625","Generic Item","113","Otros"
"5626","Generic Item","15","Otros"
"5627","Generic Item","40","Otros"
"5628","Generic Item","170","Otros"
"5629","Generic Item","171","Otros"
"5630","Generic Item","20","Otros"
"5631","Generic Item","95","Otros"
"5632","Generic Item","165","Otros"
"5633","Generic Item","194","Otros"
"5634","Generic Item","158","Otros"
"5635","Generic Item","93","Otros"
"5636","Generic Item","186","Otros"
"5637","Generic Item","102","Otros"
"5638","Generic Item","82","Otros"
"5639","Generic Item","164","Otros"
"5640","Generic Item","157","Otros"
"5641","Generic Item","182","Otros"
"5642","Generic Item","104","Otros"
"5643","Generic Item","7","Otros"
"5644","Generic Item","26","Otros"
"5645","Generic Item","77","Otros"
"5646","Generic Item","175","Otros"
"5647","Generic Item","88","Otros"
"5648","Generic Item","166","Otros"
"5649","Generic Item","32","Otros"
"5650","Generic Item","196","Otros"
"5651","Generic Item","17","Otros"
"5652","Generic Item","88","Otros"
"5653","Generic Item","7","Otros"
"5654","Generic Item","72","Otros"
"5655","Generic Item","178","Otros"
"5656","Generic Item","82","Otros"
"5657","Generic Item","150","Otros"
"5658","Generic Item","55","Otros"
"5659","Generic Item","22","Otros"
"5660","Generic Item","10","Otros"
"5661","Generic Item","33","Otros"
"5662","Generic Item","102","Otros"
"5663","Generic Item","177","Otros"
"5664","Generic Item","37","Otros"
"5665","Generic Item","169","Otros"
"5666","Generic Item","13","Otros"
"5667","Generic Item","39","Otros"
"5668","Generic Item","132","Otros"
"5669","Generic Item","63","Otros"
"5670","Generic Item","19","Otros"
"5671","Generic Item","97","Otros"
"5672","Generic Item","107","Otros"
"5673","Generic Item","166","Otros"
"5674","Generic Item","169","Otros"
"5675","Generic Item","130","Otros"
"5676","Generic Item","151","Otros"
"5677","Generic Item","75","Otros"
"5678","Generic Item","196","Otros"
"5679","Generic Item","53","Otros"
"5680","Generic Item","38","Otros"
"5681","Generic Item","68","Otros"
"5682","Generic Item","107","Otros"
"5683","Generic Item","39","Otros"
"5684","Generic Item","78","Otros"
"5685","Generic Item","137","Otros"
"5686","Generic Item","118","Otros"
"5687","Generic Item","183","Otros"
"5688","Generic Item","98","Otros"
"5689","Generic Item","107","Otros"
"5690","Generic Item","15","Otros"
"5691","Generic Item","78","Otros"
"5692","Generic Item","102","Otros"
"5693","Generic Item","50","Otros"
"5694","Generic Item","199","Otros"
"5695","Generic Item","43","Otros"
"5696","Generic Item","182","Otros"
"5697","Generic Item","75","Otros"
"5698","Generic Item","90","Otros"
"5699","Generic Item","48","Otros"
"5700","Generic Item","155","Otros"
"5701","Generic Item","137","Otros"
"5702","Generic Item","148","Otros"
"5703","Generic Item","115","Otros"
"5704","Generic Item","169","Otros"
"5705","Generic Item","165","Otros"
"5706","Generic Item","99","Otros"
"5707","Generic Item","191","Otros"
"5708","Generic Item","101","Otros"
"5709","Generic Item","197","Otros"
"5710","Generic Item","24","Otros"
"5711","Generic Item","107","Otros"
"5712","Generic Item","156","Otros"
"5713","Generic Item","151","Otros"
"5714","Generic Item","62","Otros"
"5715","Generic Item","170","Otros"
"5716","Generic Item","53","Otros"
"5717","Generic Item","127","Otros"
"5718","Generic Item","16","Otros"
"5719","Generic Item","132","Otros"
"5720","Generic Item","83","Otros"
"5721","Generic Item","197","Otros"
"5722","Generic Item","10","Otros"
"5723","Generic Item","166","Otros"
"5724","Generic Item","73","Otros"
"5725","Generic Item","56","Otros"
"5726","Generic Item","108","Otros"
"5727","Generic Item","163","Otros"
"5728","Generic Item","185","Otros"
"5729","Generic Item","6","Otros"
"5730","Generic Item","27","Otros"
"5731","Generic Item","56","Otros"
"5732","Generic Item","70","Otros"
"5733","Generic Item","145","Otros"
"5734","Generic Item","64","Otros"
"5735","Generic Item","18","Otros"
"5736","Generic Item","132","Otros"
"5737","Generic Item","114","Otros"
"5738","Generic Item","190","Otros"
"5739","Generic Item","18","Otros"
"5740","Generic Item","46","Otros"
"5741","Generic Item","10","Otros"
"5742","Generic Item","143","Otros"
"5743","Generic Item","52","Otros"
"5744","Generic Item","10","Otros"
"5745","Generic Item","156","Otros"
"5746","Generic Item","192","Otros"
"5747","Generic Item","83","Otros"
"5748","Generic Item","71","Otros"
"5749","Generic Item","163","Otros"
"5750","Generic Item","7","Otros"
"5751","Generic Item","87","Otros"
"5752","Generic Item","22","Otros"
"5753","Generic Item","68","Otros"
"5754","Generic Item","106","Otros"
"5755","Generic Item","181","Otros"
"5756","Generic Item","79","Otros"
"5757","Generic Item","102","Otros"
"5758","Generic Item","62","Otros"
"5759","Generic Item","29","Otros"
"5760","Generic Item","35","Otros"
"5761","Generic Item","171","Otros"
"5762","Generic Item","88","Otros"
"5763","Generic Item","34","Otros"
"5764","Generic Item","57","Otros"
"5765","Generic Item","46","Otros"
"5766","Generic Item","48","Otros"
"5767","Generic Item","108","Otros"
"5768","Generic Item","91","Otros"
"5769","Generic Item","48","Otros"
"5770","Generic Item","37","Otros"
"5771","Generic Item","91","Otros"
"5772","Generic Item","40","Otros"
"5773","Generic Item","147","Otros"
"5774","Generic Item","104","Otros"
"5775","Generic Item","83","Otros"
"5776","Generic Item","78","Otros"
"5777","Generic Item","112","Otros"
"5778","Generic Item","166","Otros"
"5779","Generic Item","47","Otros"
"5780","Generic Item","128","Otros"
"5781","Generic Item","171","Otros"
"5782","Generic Item","24","Otros"
"5783","Generic Item","57","Otros"
"5784","Generic Item","76","Otros"
"5785","Generic Item","33","Otros"
"5786","Generic Item","165","Otros"
"5787","Generic Item","119","Otros"
"5788","Generic Item","134","Otros"
"5789","Generic Item","128","Otros"
"5790","Generic Item","197","Otros"
"5791","Generic Item","25","Otros"
"5792","Generic Item","90","Otros"
"5793","Generic Item","121","Otros"
"5794","Generic Item","96","Otros"
"5795","Generic Item","118","Otros"
"5796","Generic Item","176","Otros"
"5797","Generic Item","5","Otros"
"5798","Generic Item","151","Otros"
"5799","Generic Item","64","Otros"
"5800","Generic Item","191","Otros"
"5801","Generic Item","126","Otros"
"5802","Generic Item","110","Otros"
"5803","Generic Item","21","Otros"
"5804","Generic Item","122","Otros"
"5805","Generic Item","109","Otros"
"5806","Generic Item","129","Otros"
"5807","Generic Item","82","Otros"
"5808","Generic Item","193","Otros"
"5809","Generic Item","153","Otros"
"5810","Generic Item","162","Otros"
"5811","Generic Item","154","Otros"
"5812","Generic Item","144","Otros"
"5813","Generic Item","13","Otros"
"5814","Generic Item","170","Otros"
"5815","Generic Item","182","Otros"
"5816","Generic Item","27","Otros"
"5817","Generic Item","119","Otros"
"5818","Generic Item","129","Otros"
"5819","Generic Item","177","Otros"
"5820","Generic Item","83","Otros"
"5821","Generic Item","61","Otros"
"5822","Generic Item","124","Otros"
"5823","Generic Item","39","Otros"
"5824","Generic Item","84","Otros"
"5825","Generic Item","77","Otros"
"5826","Generic Item","40","Otros"
"5827","Generic Item","55","Otros"
"5828","Generic Item","41","Otros"
"5829","Generic Item","137","Otros"
"5830","Generic Item","198","Otros"
"5831","Generic Item","48","Otros"
"5832","Generic Item","59","Otros"
"5833","Generic Item","69","Otros"
"5834","Generic Item","139","Otros"
"5835","Generic Item","165","Otros"
"5836","Generic Item","132","Otros"
"5837","Generic Item","51","Otros"
"5838","Generic Item","49","Otros"
"5839","Generic Item","122","Otros"
"5840","Generic Item","13","Otros"
"5841","Generic Item","146","Otros"
"5842","Generic Item","84","Otros"
"5843","Generic Item","48","Otros"
"5844","Generic Item","101","Otros"
"5845","Generic Item","137","Otros"
"5846","Generic Item","7","Otros"
"5847","Generic Item","99","Otros"
"5848","Generic Item","15","Otros"
"5849","Generic Item","28","Otros"
"5850","Generic Item","138","Otros"
"5851","Generic Item","29","Otros"
"5852","Generic Item","122","Otros"
"5853","Generic Item","108","Otros"
"5854","Generic Item","165","Otros"
"5855","Generic Item","5","Otros"
"5856","Generic Item","139","Otros"
"5857","Generic Item","67","Otros"
"5858","Generic Item","104","Otros"
"5859","Generic Item","193","Otros"
"5860","Generic Item","101","Otros"
"5861","Generic Item","102","Otros"
"5862","Generic Item","189","Otros"
"5863","Generic Item","114","Otros"
"5864","Generic Item","165","Otros"
"5865","Generic Item","17","Otros"
"5866","Generic Item","184","Otros"
"5867","Generic Item","35","Otros"
"5868","Generic Item","139","Otros"
"5869","Generic Item","164","Otros"
"5870","Generic Item","182","Otros"
"5871","Generic Item","157","Otros"
"5872","Generic Item","6","Otros"
"5873","Generic Item","174","Otros"
"5874","Generic Item","47","Otros"
"5875","Generic Item","21","Otros"
"5876","Generic Item","38","Otros"
"5877","Generic Item","177","Otros"
"5878","Generic Item","26","Otros"
"5879","Generic Item","19","Otros"
"5880","Generic Item","120","Otros"
"5881","Generic Item","196","Otros"
"5882","Generic Item","51","Otros"
"5883","Generic Item","167","Otros"
"5884","Generic Item","122","Otros"
"5885","Generic Item","103","Otros"
"5886","Generic Item","145","Otros"
"5887","Generic Item","44","Otros"
"5888","Generic Item","150","Otros"
"5889","Generic Item","153","Otros"
"5890","Generic Item","11","Otros"
"5891","Generic Item","145","Otros"
"5892","Generic Item","122","Otros"
"5893","Generic Item","93","Otros"
"5894","Generic Item","135","Otros"
"5895","Generic Item","19","Otros"
"5896","Generic Item","54","Otros"
"5897","Generic Item","11","Otros"
"5898","Generic Item","68","Otros"
"5899","Generic Item","60","Otros"
"5900","Generic Item","12","Otros"
"5901","Generic Item","190","Otros"
"5902","Generic Item","125","Otros"
"5903","Generic Item","176","Otros"
"5904","Generic Item","37","Otros"
"5905","Generic Item","140","Otros"
"5906","Generic Item","43","Otros"
"5907","Generic Item","136","Otros"
"5908","Generic Item","148","Otros"
"5909","Generic Item","104","Otros"
"5910","Generic Item","135","Otros"
"5911","Generic Item","129","Otros"
"5912","Generic Item","193","Otros"
"5913","Generic Item","10","Otros"
"5914","Generic Item","142","Otros"
"5915","Generic Item","9","Otros"
"5916","Generic Item","132","Otros"
"5917","Generic Item","32","Otros"
"5918","Generic Item","194","Otros"
"5919","Generic Item","136","Otros"
"5920","Generic Item","13","Otros"
"5921","Generic Item","183","Otros"
"5922","Generic Item","27","Otros"
"5923","Generic Item","149","Otros"
"5924","Generic Item","9","Otros"
"5925","Generic Item","122","Otros"
"5926","Generic Item","88","Otros"
"5927","Generic Item","117","Otros"
"5928","Generic Item","168","Otros"
"5929","Generic Item","77","Otros"
"5930","Generic Item","107","Otros"
"5931","Generic Item","131","Otros"
"5932","Generic Item","116","Otros"
"5933","Generic Item","24","Otros"
"5934","Generic Item","81","Otros"
"5935","Generic Item","137","Otros"
"5936","Generic Item","89","Otros"
"5937","Generic Item","184","Otros"
"5938","Generic Item","118","Otros"
"5939","Generic Item","127","Otros"
"5940","Generic Item","146","Otros"
"5941","Generic Item","155","Otros"
"5942","Generic Item","81","Otros"
"5943","Generic Item","57","Otros"
"5944","Generic Item","93","Otros"
"5945","Generic Item","67","Otros"
"5946","Generic Item","103","Otros"
"5947","Generic Item","29","Otros"
"5948","Generic Item","55","Otros"
"5949","Generic Item","104","Otros"
"5950","Generic Item","199","Otros"
"5951","Generic Item","74","Otros"
"5952","Generic Item","117","Otros"
"5953","Generic Item","101","Otros"
"5954","Generic Item","67","Otros"
"5955","Generic Item","112","Otros"
"5956","Generic Item","131","Otros"
"5957","Generic Item","149","Otros"
"5958","Generic Item","146","Otros"
"5959","Generic Item","87","Otros"
"5960","Generic Item","20","Otros"
"5961","Generic Item","13","Otros"
"5962","Generic Item","42","Otros"
"5963","Generic Item","185","Otros"
"5964","Generic Item","109","Otros"
"5965","Generic Item","122","Otros"
"5966","Generic Item","99","Otros"
"5967","Generic Item","185","Otros"
"5968","Generic Item","120","Otros"
"5969","Generic Item","97","Otros"
"5970","Generic Item","88","Otros"
"5971","Generic Item","146","Otros"
"5972","Generic Item","45","Otros"
"5973","Generic Item","97","Otros"
"5974","Generic Item","118","Otros"
"5975","Generic Item","168","Otros"
"5976","Generic Item","130","Otros"
"5977","Generic Item","67","Otros"
"5978","Generic Item","72","Otros"
"5979","Generic Item","186","Otros"
"5980","Generic Item","90","Otros"
"5981","Generic Item","27","Otros"
"5982","Generic Item","103","Otros"
"5983","Generic Item","198","Otros"
"5984","Generic Item","147","Otros"
"5985","Generic Item","143","Otros"
"5986","Generic Item","194","Otros"
"5987","Generic Item","169","Otros"
"5988","Generic Item","168","Otros"
"5989","Generic Item","39","Otros"
"5990","Generic Item","91","Otros"
"5991","Generic Item","25","Otros"
"5992","Generic Item","29","Otros"
"5993","Generic Item","58","Otros"
"5994","Generic Item","131","Otros"
"5995","Generic Item","104","Otros"
"5996","Generic Item","108","Otros"
"5997","Generic Item","89","Otros"
"5998","Generic Item","156","Otros"
"5999","Generic Item","120","Otros"
"6000","Generic Item","98","Otros"
"6001","Generic Item","64","Otros"
"6002","Generic Item","99","Otros"
"6003","Generic Item","59","Otros"
"6004","Generic Item","92","Otros"
"6005","Generic Item","29","Otros"
"6006","Generic Item","90","Otros"
"6007","Generic Item","164","Otros"
"6008","Generic Item","72","Otros"
"6009","Generic Item","72","Otros"
"6010","Generic Item","104","Otros"
"6011","Generic Item","9","Otros"
"6012","Generic Item","135","Otros"
"6013","Generic Item","95","Otros"
"6014","Generic Item","129","Otros"
"6015","Generic Item","49","Otros"
"6016","Generic Item","98","Otros"
"6017","Generic Item","17","Otros"
"6018","Generic Item","20","Otros"
"6019","Generic Item","140","Otros"
"6020","Generic Item","149","Otros"
"6021","Generic Item","98","Otros"
"6022","Generic Item","14","Otros"
"6023","Generic Item","122","Otros"
"6024","Generic Item","127","Otros"
"6025","Generic Item","107","Otros"
"6026","Generic Item","188","Otros"
"6027","Generic Item","46","Otros"
"6028","Generic Item","30","Otros"
"6029","Generic Item","10","Otros"
"6030","Generic Item","196","Otros"
"6031","Generic Item","7","Otros"
"6032","Generic Item","40","Otros"
"6033","Generic Item","156","Otros"
"6034","Generic Item","65","Otros"
"6035","Generic Item","41","Otros"
"6036","Generic Item","15","Otros"
"6037","Generic Item","171","Otros"
"6038","Generic Item","30","Otros"
"6039","Generic Item","76","Otros"
"6040","Generic Item","162","Otros"
"6041","Generic Item","34","Otros"
"6042","Generic Item","130","Otros"
"6043","Generic Item","12","Otros"
"6044","Generic Item","115","Otros"
"6045","Generic Item","35","Otros"
"6046","Generic Item","62","Otros"
"6047","Generic Item","67","Otros"
"6048","Generic Item","97","Otros"
"6049","Generic Item","26","Otros"
"6050","Generic Item","11","Otros"
"6051","Generic Item","199","Otros"
"6052","Generic Item","108","Otros"
"6053","Generic Item","123","Otros"
"6054","Generic Item","63","Otros"
"6055","Generic Item","20","Otros"
"6056","Generic Item","161","Otros"
"6057","Generic Item","138","Otros"
"6058","Generic Item","100","Otros"
"6059","Generic Item","18","Otros"
"6060","Generic Item","54","Otros"
"6061","Generic Item","187","Otros"
"6062","Generic Item","57","Otros"
"6063","Generic Item","90","Otros"
"6064","Generic Item","49","Otros"
"6065","Generic Item","63","Otros"
"6066","Generic Item","9","Otros"
"6067","Generic Item","39","Otros"
"6068","Generic Item","154","Otros"
"6069","Generic Item","52","Otros"
"6070","Generic Item","126","Otros"
"6071","Generic Item","181","Otros"
"6072","Generic Item","122","Otros"
"6073","Generic Item","93","Otros"
"6074","Generic Item","103","Otros"
"6075","Generic Item","133","Otros"
"6076","Generic Item","34","Otros"
"6077","Generic Item","65","Otros"
"6078","Generic Item","66","Otros"
"6079","Generic Item","166","Otros"
"6080","Generic Item","118","Otros"
"6081","Generic Item","108","Otros"
"6082","Generic Item","198","Otros"
"6083","Generic Item","15","Otros"
"6084","Generic Item","42","Otros"
"6085","Generic Item","170","Otros"
"6086","Generic Item","46","Otros"
"6087","Generic Item","112","Otros"
"6088","Generic Item","126","Otros"
"6089","Generic Item","162","Otros"
"6090","Generic Item","184","Otros"
"6091","Generic Item","193","Otros"
"6092","Generic Item","38","Otros"
"6093","Generic Item","103","Otros"
"6094","Generic Item","18","Otros"
"6095","Generic Item","107","Otros"
"6096","Generic Item","80","Otros"
"6097","Generic Item","51","Otros"
"6098","Generic Item","154","Otros"
"6099","Generic Item","166","Otros"
"6100","Generic Item","196","Otros"
"6101","Generic Item","171","Otros"
"6102","Generic Item","108","Otros"
"6103","Generic Item","198","Otros"
"6104","Generic Item","79","Otros"
"6105","Generic Item","138","Otros"
"6106","Generic Item","89","Otros"
"6107","Generic Item","65","Otros"
"6108","Generic Item","41","Otros"
"6109","Generic Item","8","Otros"
"6110","Generic Item","6","Otros"
"6111","Generic Item","16","Otros"
"6112","Generic Item","78","Otros"
"6113","Generic Item","128","Otros"
"6114","Generic Item","161","Otros"
"6115","Generic Item","194","Otros"
"6116","Generic Item","142","Otros"
"6117","Generic Item","101","Otros"
"6118","Generic Item","14","Otros"
"6119","Generic Item","166","Otros"
"6120","Generic Item","63","Otros"
"6121","Generic Item","132","Otros"
"6122","Generic Item","146","Otros"
"6123","Generic Item","185","Otros"
"6124","Generic Item","46","Otros"
"6125","Generic Item","162","Otros"
"6126","Generic Item","155","Otros"
"6127","Generic Item","187","Otros"
"6128","Generic Item","79","Otros"
"6129","Generic Item","159","Otros"
"6130","Generic Item","109","Otros"
"6131","Generic Item","72","Otros"
"6132","Generic Item","172","Otros"
"6133","Generic Item","121","Otros"
"6134","Generic Item","99","Otros"
"6135","Generic Item","178","Otros"
"6136","Generic Item","155","Otros"
"6137","Generic Item","109","Otros"
"6138","Generic Item","27","Otros"
"6139","Generic Item","106","Otros"
"6140","Generic Item","119","Otros"
"6141","Generic Item","21","Otros"
"6142","Generic Item","68","Otros"
"6143","Generic Item","170","Otros"
"6144","Generic Item","56","Otros"
"6145","Generic Item","160","Otros"
"6146","Generic Item","155","Otros"
"6147","Generic Item","168","Otros"
"6148","Generic Item","156","Otros"
"6149","Generic Item","117","Otros"
"6150","Generic Item","45","Otros"
"6151","Generic Item","49","Otros"
"6152","Generic Item","37","Otros"
"6153","Generic Item","111","Otros"
"6154","Generic Item","142","Otros"
"6155","Generic Item","101","Otros"
"6156","Generic Item","119","Otros"
"6157","Generic Item","23","Otros"
"6158","Generic Item","197","Otros"
"6159","Generic Item","185","Otros"
"6160","Generic Item","127","Otros"
"6161","Generic Item","63","Otros"
"6162","Generic Item","125","Otros"
"6163","Generic Item","138","Otros"
"6164","Generic Item","57","Otros"
"6165","Generic Item","146","Otros"
"6166","Generic Item","100","Otros"
"6167","Generic Item","167","Otros"
"6168","Generic Item","142","Otros"
"6169","Generic Item","146","Otros"
"6170","Generic Item","185","Otros"
"6171","Generic Item","26","Otros"
"6172","Generic Item","13","Otros"
"6173","Generic Item","116","Otros"
"6174","Generic Item","177","Otros"
"6175","Generic Item","114","Otros"
"6176","Generic Item","142","Otros"
"6177","Generic Item","128","Otros"
"6178","Generic Item","88","Otros"
"6179","Generic Item","94","Otros"
"6180","Generic Item","142","Otros"
"6181","Generic Item","174","Otros"
"6182","Generic Item","95","Otros"
"6183","Generic Item","107","Otros"
"6184","Generic Item","138","Otros"
"6185","Generic Item","193","Otros"
"6186","Generic Item","24","Otros"
"6187","Generic Item","152","Otros"
"6188","Generic Item","111","Otros"
"6189","Generic Item","124","Otros"
"6190","Generic Item","114","Otros"
"6191","Generic Item","20","Otros"
"6192","Generic Item","109","Otros"
"6193","Generic Item","23","Otros"
"6194","Generic Item","177","Otros"
"6195","Generic Item","104","Otros"
"6196","Generic Item","188","Otros"
"6197","Generic Item","114","Otros"
"6198","Generic Item","158","Otros"
"6199","Generic Item","63","Otros"
"6200","Generic Item","57","Otros"
"6201","Generic Item","35","Otros"
"6202","Generic Item","193","Otros"
"6203","Generic Item","70","Otros"
"6204","Generic Item","11","Otros"
"6205","Generic Item","28","Otros"
"6206","Generic Item","51","Otros"
"6207","Generic Item","92","Otros"
"6208","Generic Item","186","Otros"
"6209","Generic Item","27","Otros"
"6210","Generic Item","80","Otros"
"6211","Generic Item","167","Otros"
"6212","Generic Item","140","Otros"
"6213","Generic Item","117","Otros"
"6214","Generic Item","19","Otros"
"6215","Generic Item","5","Otros"
"6216","Generic Item","98","Otros"
"6217","Generic Item","132","Otros"
"6218","Generic Item","149","Otros"
"6219","Generic Item","104","Otros"
"6220","Generic Item","83","Otros"
"6221","Generic Item","194","Otros"
"6222","Generic Item","62","Otros"
"6223","Generic Item","8","Otros"
"6224","Generic Item","37","Otros"
"6225","Generic Item","33","Otros"
"6226","Generic Item","73","Otros"
"6227","Generic Item","45","Otros"
"6228","Generic Item","24","Otros"
"6229","Generic Item","150","Otros"
"6230","Generic Item","143","Otros"
"6231","Generic Item","194","Otros"
"6232","Generic Item","40","Otros"
"6233","Generic Item","181","Otros"
"6234","Generic Item","106","Otros"
"6235","Generic Item","157","Otros"
"6236","Generic Item","150","Otros"
"6237","Generic Item","102","Otros"
"6238","Generic Item","143","Otros"
"6239","Generic Item","97","Otros"
"6240","Generic Item","149","Otros"
"6241","Generic Item","109","Otros"
"6242","Generic Item","114","Otros"
"6243","Generic Item","41","Otros"
"6244","Generic Item","83","Otros"
"6245","Generic Item","23","Otros"
"6246","Generic Item","151","Otros"
"6247","Generic Item","77","Otros"
"6248","Generic Item","119","Otros"
"6249","Generic Item","180","Otros"
"6250","Generic Item","18","Otros"
"6251","Generic Item","162","Otros"
"6252","Generic Item","30","Otros"
"6253","Generic Item","29","Otros"
"6254","Generic Item","125","Otros"
"6255","Generic Item","36","Otros"
"6256","Generic Item","131","Otros"
"6257","Generic Item","67","Otros"
"6258","Generic Item","85","Otros"
"6259","Generic Item","80","Otros"
"6260","Generic Item","37","Otros"
"6261","Generic Item","10","Otros"
"6262","Generic Item","161","Otros"
"6263","Generic Item","118","Otros"
"6264","Generic Item","101","Otros"
"6265","Generic Item","39","Otros"
"6266","Generic Item","161","Otros"
"6267","Generic Item","164","Otros"
"6268","Generic Item","14","Otros"
"6269","Generic Item","119","Otros"
"6270","Generic Item","147","Otros"
"6271","Generic Item","143","Otros"
"6272","Generic Item","73","Otros"
"6273","Generic Item","23","Otros"
"6274","Generic Item","30","Otros"
"6275","Generic Item","113","Otros"
"6276","Generic Item","152","Otros"
"6277","Generic Item","115","Otros"
"6278","Generic Item","69","Otros"
"6279","Generic Item","44","Otros"
"6280","Generic Item","159","Otros"
"6281","Generic Item","139","Otros"
"6282","Generic Item","42","Otros"
"6283","Generic Item","93","Otros"
"6284","Generic Item","151","Otros"
"6285","Generic Item","116","Otros"
"6286","Generic Item","165","Otros"
"6287","Generic Item","75","Otros"
"6288","Generic Item","56","Otros"
"6289","Generic Item","10","Otros"
"6290","Generic Item","112","Otros"
"6291","Generic Item","70","Otros"
"6292","Generic Item","190","Otros"
"6293","Generic Item","95","Otros"
"6294","Generic Item","111","Otros"
"6295","Generic Item","187","Otros"
"6296","Generic Item","51","Otros"
"6297","Generic Item","110","Otros"
"6298","Generic Item","95","Otros"
"6299","Generic Item","175","Otros"
"6300","Generic Item","153","Otros"
"6301","Generic Item","89","Otros"
"6302","Generic Item","170","Otros"
"6303","Generic Item","104","Otros"
"6304","Generic Item","73","Otros"
"6305","Generic Item","45","Otros"
"6306","Generic Item","19","Otros"
"6307","Generic Item","185","Otros"
"6308","Generic Item","48","Otros"
"6309","Generic Item","119","Otros"
"6310","Generic Item","24","Otros"
"6311","Generic Item","57","Otros"
"6312","Generic Item","143","Otros"
"6313","Generic Item","102","Otros"
"6314","Generic Item","64","Otros"
"6315","Generic Item","56","Otros"
"6316","Generic Item","182","Otros"
"6317","Generic Item","71","Otros"
"6318","Generic Item","66","Otros"
"6319","Generic Item","108","Otros"
"6320","Generic Item","86","Otros"
"6321","Generic Item","8","Otros"
"6322","Generic Item","98","Otros"
"6323","Generic Item","11","Otros"
"6324","Generic Item","76","Otros"
"6325","Generic Item","182","Otros"
"6326","Generic Item","143","Otros"
"6327","Generic Item","88","Otros"
"6328","Generic Item","198","Otros"
"6329","Generic Item","158","Otros"
"6330","Generic Item","130","Otros"
"6331","Generic Item","127","Otros"
"6332","Generic Item","199","Otros"
"6333","Generic Item","131","Otros"
"6334","Generic Item","163","Otros"
"6335","Generic Item","11","Otros"
"6336","Generic Item","16","Otros"
"6337","Generic Item","94","Otros"
"6338","Generic Item","15","Otros"
"6339","Generic Item","167","Otros"
"6340","Generic Item","14","Otros"
"6341","Generic Item","164","Otros"
"6342","Generic Item","151","Otros"
"6343","Generic Item","189","Otros"
"6344","Generic Item","105","Otros"
"6345","Generic Item","174","Otros"
"6346","Generic Item","195","Otros"
"6347","Generic Item","68","Otros"
"6348","Generic Item","67","Otros"
"6349","Generic Item","152","Otros"
"6350","Generic Item","91","Otros"
"6351","Generic Item","75","Otros"
"6352","Generic Item","11","Otros"
"6353","Generic Item","191","Otros"
"6354","Generic Item","48","Otros"
"6355","Generic Item","48","Otros"
"6356","Generic Item","132","Otros"
"6357","Generic Item","13","Otros"
"6358","Generic Item","65","Otros"
"6359","Generic Item","153","Otros"
"6360","Generic Item","168","Otros"
"6361","Generic Item","153","Otros"
"6362","Generic Item","74","Otros"
"6363","Generic Item","82","Otros"
"6364","Generic Item","126","Otros"
"6365","Generic Item","190","Otros"
"6366","Generic Item","35","Otros"
"6367","Generic Item","63","Otros"
"6368","Generic Item","127","Otros"
"6369","Generic Item","88","Otros"
"6370","Generic Item","119","Otros"
"6371","Generic Item","80","Otros"
"6372","Generic Item","147","Otros"
"6373","Generic Item","57","Otros"
"6374","Generic Item","158","Otros"
"6375","Generic Item","157","Otros"
"6376","Generic Item","31","Otros"
"6377","Generic Item","46","Otros"
"6378","Generic Item","62","Otros"
"6379","Generic Item","196","Otros"
"6380","Generic Item","174","Otros"
"6381","Generic Item","130","Otros"
"6382","Generic Item","84","Otros"
"6383","Generic Item","9","Otros"
"6384","Generic Item","150","Otros"
"6385","Generic Item","168","Otros"
"6386","Generic Item","65","Otros"
"6387","Generic Item","84","Otros"
"6388","Generic Item","29","Otros"
"6389","Generic Item","150","Otros"
"6390","Generic Item","101","Otros"
"6391","Generic Item","23","Otros"
"6392","Generic Item","70","Otros"
"6393","Generic Item","75","Otros"
"6394","Generic Item","171","Otros"
"6395","Generic Item","107","Otros"
"6396","Generic Item","68","Otros"
"6397","Generic Item","81","Otros"
"6398","Generic Item","45","Otros"
"6399","Generic Item","41","Otros"
"6400","Generic Item","183","Otros"
"6401","Generic Item","55","Otros"
"6402","Generic Item","170","Otros"
"6403","Generic Item","8","Otros"
"6404","Generic Item","99","Otros"
"6405","Generic Item","79","Otros"
"6406","Generic Item","11","Otros"
"6407","Generic Item","121","Otros"
"6408","Generic Item","163","Otros"
"6409","Generic Item","22","Otros"
"6410","Generic Item","161","Otros"
"6411","Generic Item","90","Otros"
"6412","Generic Item","192","Otros"
"6413","Generic Item","44","Otros"
"6414","Generic Item","53","Otros"
"6415","Generic Item","27","Otros"
"6416","Generic Item","9","Otros"
"6417","Generic Item","99","Otros"
"6418","Generic Item","23","Otros"
"6419","Generic Item","14","Otros"
"6420","Generic Item","80","Otros"
"6421","Generic Item","122","Otros"
"6422","Generic Item","142","Otros"
"6423","Generic Item","195","Otros"
"6424","Generic Item","54","Otros"
"6425","Generic Item","120","Otros"
"6426","Generic Item","100","Otros"
"6427","Generic Item","186","Otros"
"6428","Generic Item","160","Otros"
"6429","Generic Item","61","Otros"
"6430","Generic Item","94","Otros"
"6431","Generic Item","183","Otros"
"6432","Generic Item","27","Otros"
"6433","Generic Item","7","Otros"
"6434","Generic Item","135","Otros"
"6435","Generic Item","177","Otros"
"6436","Generic Item","187","Otros"
"6437","Generic Item","9","Otros"
"6438","Generic Item","187","Otros"
